label,kind,cutoff_nm,w_a_nm,gap_nm,length_um,short_pass_at_cutoff,long_pass_at_cutoff,saved_fields,out_dir,files
1400nm,dichroic,1400.0,300.3,300.0,2000.0,0.0,0.633,False,/home/user/meow/examples/papers/figures/dichroic_designer/1400nm,"[""1400nm.gds"", ""1400nm_design.png"", ""1400nm_spectrum.csv"", ""1400nm_spectrum.json"", ""1400nm_spectrum.png""]"
