platform,kappa0_A_per_um,gamma_nm,kappa2_gap125nm_R10,kappa2_gap200nm_R10,group_index,xu2008_R_um,xu2008_kappa2_critical,xu2008_Qi,xu2008_Qc_critical,xu2008_QL_critical
SOI-220nm,0.1853,116.5,0.0291,0.0081,4.3174,1.5,0.0065,25300.0,12700.0,8500.0
