label,kind,cutoff_nm,w_a_nm,gap_nm,length_um,short_pass_at_cutoff,long_pass_at_cutoff,saved_fields,out_dir,files
1050nm,dichroic,1050.0,453.8,650.0,2000.0,0.0004,0.939,False,/home/user/meow/examples/papers/figures/dichroic_designer_si3n4/1050nm,"[""1050nm.gds"", ""1050nm_design.png"", ""1050nm_spectrum.csv"", ""1050nm_spectrum.json"", ""1050nm_spectrum.png""]"
