length_ii_um,bar,cross
30.0,0.6716430412752975,0.15561494978040968
97.5,0.5179938348218645,0.18897922970589717
165.0,0.34535298397666253,0.26379361423378755
232.5,0.3097672619550008,0.21580986894856138
300.0,0.234026731559367,0.22879817696448512
