wl_nm,te_db,tm_db
1100.0,-0.20240211258902005,-0.2502244524645753
1237.5,-0.2794383681367804,-0.2697324218525373
1375.0,-0.3206133013764305,-0.23594197243608975
1512.5000000000002,-0.39131694335193373,-0.17778793927434336
1650.0000000000002,-0.39746288315397427,-0.14294849481590138
1787.5,-0.3078175463095515,-0.11140642536645269
1925.0000000000002,-0.2269133877237113,-0.09217678784173042
2062.5,-0.17955624991080793,-0.08553593211723504
2200.0,-0.1438726758859046,-0.07997617568105296
