wl_nm,te_db,tm_db
1100.0,-0.16467720538449668,-0.3820026284554228
1237.5,-0.627662881686028,-1.0003269308889213
1375.0,-0.411283488984904,-0.6596496868645735
1512.5000000000002,-0.5493312764838374,-0.47258552418051714
1650.0000000000002,-0.5378032904800631,-0.32851849551856555
1787.5,-0.41142906793902434,-0.15776927967047283
1925.0000000000002,-0.38273943033092234,-0.06705878157031121
2062.5,-0.35211593841384053,-0.033640455842973364
2200.0,-0.2876831267792734,-0.022022798365643872
