label,kind,cutoff_nm,w_a_nm,gap_nm,length_um,short_pass_at_cutoff,long_pass_at_cutoff,saved_fields,out_dir,files
1000nm,dichroic,1000.0,527.7,550.0,2000.0,0.0002,0.7234,False,/home/user/meow/examples/papers/figures/dichroic_designer_si3n4_200nm/1000nm,"[""1000nm.gds"", ""1000nm_design.png"", ""1000nm_spectrum.csv"", ""1000nm_spectrum.json"", ""1000nm_spectrum.png""]"
