label,kind,platform,fh_nm,sh_nm,length_um,band_nm,fh_cross,fh_bar,sh_bar,sh_cross,fh_er_db,sh_er_db,saved_fields,out_dir,files
TFLT-500nm/1550-775nm,faquad,TFLT-500nm,1550.0,775.0,2000.0,"[620.0, 1860.0]",0.1306,0.1836,0.0166,0.1056,-1.48,-8.03,True,/home/user/meow/examples/papers/figures/kwolek_designer/TFLT-500nm_1550-775nm,"[""TFLT-500nm_1550-775nm.gds"", ""TFLT-500nm_1550-775nm_design.png"", ""TFLT-500nm_1550-775nm_fields.h5"", ""TFLT-500nm_1550-775nm_propagation.png"", ""TFLT-500nm_1550-775nm_spectrum.csv"", ""TFLT-500nm_1550-775nm_spectrum.json"", ""TFLT-500nm_1550-775nm_spectrum.png""]"
