wavelength_um,bar,cross
0.6200000000000001,0.026527723351565603,0.1122635982702801
0.7750000000000001,0.01613039651511708,0.15431596352105528
0.93,0.011417141849747448,0.20041460721198306
1.085,0.002686097530484559,0.2532339501131455
1.24,0.023702882518926268,0.29304572028089493
1.395,0.008842411941354945,0.35904636083476893
1.5499999999999998,0.1886321335252367,0.27438744837584045
1.7049999999999998,0.3757067569850835,0.16971203032149115
1.8599999999999999,0.3169698823398921,0.29757410244006033
