label,kind,cutoff_nm,w_a_nm,gap_nm,length_um,short_pass_at_cutoff,long_pass_at_cutoff,saved_fields,out_dir,files
1550nm,dichroic,1550.0,289.1,652.0,2608.0,0.0,0.9999,True,/home/user/meow/examples/papers/figures/dichroic_designer_joint,"[""1550nm.gds"", ""1550nm_design.png"", ""1550nm_fields.h5"", ""1550nm_propagation.png"", ""1550nm_spectrum.csv"", ""1550nm_spectrum.json"", ""1550nm_spectrum.png""]"
