SOI_Oband_platform,SOI_Oband_width_nm,SOI_Oband_radius_um,SOI_Oband_wl_nm,SOI_Oband_target_kappa2,SOI_Oband_designed_gap_nm,SOI_Oband_achieved_kappa2,SOI_Oband_group_index,SOI_Oband_kappa2_for_critical_coupling,SOI_Oband_Qi,SOI_Oband_Qc,SOI_Oband_QL,SiN_Cband_platform,SiN_Cband_width_nm,SiN_Cband_radius_um,SiN_Cband_wl_nm,SiN_Cband_target_kappa2,SiN_Cband_designed_gap_nm,SiN_Cband_achieved_kappa2,SiN_Cband_group_index,SiN_Cband_kappa2_for_critical_coupling,SiN_Cband_Qi,SiN_Cband_Qc,SiN_Cband_QL
SOI-220nm,400.0,12.0,1310.0,0.1,50.0,0.0476,4.2952,0.0052,298200.0,16300.0,15500.0,SiN-400nm,1000.0,40.0,1550.0,0.05,289.7,0.05,2.035,0.0006,3582600.0,20700.0,20600.0
