wavelength_um,t_short,t_long
1.3,3.4999703250320935e-15,0.6459124067311628
1.3875,2.356621452376848e-12,0.7322015925155214
1.475,3.0117455398690396e-10,0.7814546686238336
1.5625,1.1323888347759561e-07,0.8480649057836348
1.65,3.1039150833510344e-06,0.8834653520735993
1.7375,2.634852139545349e-05,0.913505106110711
1.825,0.00010256929311069392,0.9184152136127832
1.9125,0.0006524782096867342,0.8945868665039696
2.0,6.5075908068761625e-06,0.930514007072707
