label,kind,cutoff_nm,w_a_nm,gap_nm,length_um,short_pass_at_cutoff,long_pass_at_cutoff,saved_fields,out_dir,files
1550nm,dichroic,1550.0,325.0,400.0,2000.0,0.0,0.8481,False,/home/user/meow/examples/papers/figures/dichroic_designer/1550nm,"[""1550nm.gds"", ""1550nm_design.png"", ""1550nm_spectrum.csv"", ""1550nm_spectrum.json"", ""1550nm_spectrum.png""]"
