SiN_telecom_platform,SiN_telecom_ring_width_nm,SiN_telecom_phasematch_bus_width_nm,SiN_telecom_radius_um,SiN_telecom_gap_nm,SiN_telecom_wl_nm,SiN_telecom_target_kappa2,SiN_telecom_kappa0_per_um,SiN_telecom_delta_per_um,SiN_telecom_wrap_length_um,SiN_telecom_wrap_angle_deg,SiN_telecom_achieved_kappa2,SiN_telecom_Qi,SiN_telecom_Qc,SiN_telecom_extraction_eta,SiN_extractor_platform,SiN_extractor_ring_width_nm,SiN_extractor_phasematch_bus_width_nm,SiN_extractor_radius_um,SiN_extractor_gap_nm,SiN_extractor_wl_nm,SiN_extractor_target_kappa2,SiN_extractor_kappa0_per_um,SiN_extractor_delta_per_um,SiN_extractor_wrap_length_um,SiN_extractor_wrap_angle_deg,SiN_extractor_achieved_kappa2,SiN_extractor_Qi,SiN_extractor_Qc,SiN_extractor_extraction_eta
SiN-780nm,1500.0,770.7,23.3,300.0,1550.0,0.25,0.03523,0.00041,14.9,34.5,0.2512,3706200.0,2500.0,0.9993,SiN-600nm,1200.0,780.6,30.0,350.0,1550.0,0.4,0.02108,0.00021,32.51,59.4,0.4006,3699800.0,2000.0,0.9995
