label,kind,platform,fh_nm,sh_nm,length_um,band_nm,fh_cross,fh_bar,sh_bar,sh_cross,fh_er_db,sh_er_db,saved_fields,out_dir,files
TFLN-300nm/1550-775nm,faquad,TFLN-300nm,1550.0,775.0,1961.0,"[620.0, 1860.0]",0.2383,0.0004,0.0276,0.0046,27.25,7.75,True,/home/user/meow/examples/papers/figures/kwolek_designer/TFLN-300nm_1550-775nm,"[""TFLN-300nm_1550-775nm.gds"", ""TFLN-300nm_1550-775nm_design.png"", ""TFLN-300nm_1550-775nm_fields.h5"", ""TFLN-300nm_1550-775nm_propagation.png"", ""TFLN-300nm_1550-775nm_spectrum.csv"", ""TFLN-300nm_1550-775nm_spectrum.json"", ""TFLN-300nm_1550-775nm_spectrum.png"", ""TFLN-300nm_1550-775nm_test_structures.png""]"
