wavelength_um,bar,cross
0.6200000000000001,0.015783276842314158,2.810615895749416e-05
0.7750000000000001,0.027641223158109976,0.004643516502905609
0.93,0.018737652155818182,0.025502259133550247
1.085,0.0033267647998849233,0.06218636444143252
1.24,0.001871139068811539,0.10346048079160661
1.395,0.008865122727410298,0.1558114080211741
1.5499999999999998,0.0004491055923819171,0.23832172545346036
1.7049999999999998,0.19511577344943187,0.14789864582022896
1.8599999999999999,0.2260320997360571,0.23662357664030606
