label,kind,cutoff_nm,w_a_nm,gap_nm,length_um,short_pass_at_cutoff,long_pass_at_cutoff,saved_fields,out_dir,files
1200nm,dichroic,1200.0,479.5,950.0,2000.0,0.0006,0.9816,False,/home/user/meow/examples/papers/figures/dichroic_designer_si3n4/1200nm,"[""1200nm.gds"", ""1200nm_design.png"", ""1200nm_spectrum.csv"", ""1200nm_spectrum.json"", ""1200nm_spectrum.png""]"
