label,kind,cutoff_nm,w_a_nm,gap_nm,length_um,short_pass_at_cutoff,long_pass_at_cutoff,saved_fields,out_dir,files
900nm,dichroic,900.0,417.2,550.0,2000.0,0.0,0.9824,False,/home/user/meow/examples/papers/figures/dichroic_designer_si3n4/900nm,"[""900nm.gds"", ""900nm_design.png"", ""900nm_spectrum.csv"", ""900nm_spectrum.json"", ""900nm_spectrum.png""]"
