label,kind,cutoff_nm,w_a_nm,gap_nm,length_um,short_pass_at_cutoff,long_pass_at_cutoff,saved_fields,out_dir,files
1000nm,dichroic,1000.0,1605.0,1150.0,2000.0,0.7017,0.1494,False,/home/user/meow/examples/papers/figures/dichroic_designer_si3n4_40nm/1000nm,"[""1000nm.gds"", ""1000nm_design.png"", ""1000nm_spectrum.csv"", ""1000nm_spectrum.json"", ""1000nm_spectrum.png""]"
