kind,stack,wl_nm,epsilon,kappa_ii_per_um,coupling_length_um,length_um,stem
full,SOI-220nm,1310.0,0.02,0.016428598960348175,95.61352922340775,645.6181530389871,SOI-220nm_full_1310nm
