kind,stack,wl_nm,epsilon,kappa_ii_per_um,coupling_length_um,length_um,stem
3dB,SOI-220nm,1310.0,0.02,0.016428598960348175,95.61352922340775,12173.892641893386,SOI-220nm_3dB_1310nm
